year,month,route,pax_to,pax_from,total_pax
2019,December,PATNA-PUNE,0,781,781
2019,December,PATNA-RAIPUR,523,723,1246
2019,December,PATNA-RANCHI,3855,3645,7500
2019,December,PATNA-SURAT,818,729,1547
2019,December,PATNA-UDAIPUR,0,207,207
2019,December,PATNA-VARANASI,140,0,140
2019,December,GHAZIABAD-PITHORAGARH,175,175,350
2019,December,PONDICHERRY-VIJAYAWADA,0,74,74
2019,December,PORT BLAIR-VISAKHAPATNAM,1139,828,1967
2019,December,PUNE-RANCHI,473,0,473
2019,December,RAIPUR-RANCHI,1145,1300,2445
2019,December,RAIPUR-SRINAGAR,169,0,169
2019,December,RAIPUR-VISAKHAPATNAM,801,0,801
2019,December,RAJAHMUNDRY-VISAKHAPATNAM,1219,1045,2264
2019,December,SHIRDI-VIJAYAWADA,128,0,128
2019,December,SILCHAR-VISAKHAPATNAM,0,147,147
2019,December,SRINAGAR-UDAIPUR,7,0,7
2019,December,SRINAGAR-VISAKHAPATNAM,100,0,100
2019,December,SURAT-UDAIPUR,1357,1298,2655
2019,December,TIRUPATI-VIJAYAWADA,756,1050,1806
2019,December,UDAIPUR-VISAKHAPATNAM,4,0,4
2019,December,VARANASI-VISAKHAPATNAM,0,883,883
2019,December,VIJAYAWADA-VISAKHAPATNAM,3252,2992,6244
2025,December,ADAMPUR-DELHI,17,10,27
2025,December,ADAMPUR-MUMBAI,4475,4289,8764
2025,December,ADAMPUR-NANDED,347,0,347
2025,December,ADAMPUR-GHAZIABAD,1303,1715,3018
2025,December,AGARTALA-AHMEDABAD,32,93,125
2025,December,AGARTALA-BAGDOGRA,3077,4414,7491
2025,December,AGARTALA-BENGALURU,3528,3572,7100
2025,December,AGARTALA-CHENNAI,336,338,674
2025,December,AGARTALA-DELHI,6113,7329,13442
2025,December,AGARTALA-DIBRUGARH,1150,420,1570
2025,December,AGARTALA-GUWAHATI,9347,9356,18703
2025,December,AGARTALA-HYDERABAD,3305,3250,6555
2025,December,AGARTALA-IMPHAL,1713,1451,3164
2025,December,AGARTALA-KOLKATA,34342,36165,70507
2025,December,AGARTALA-SILCHAR,693,280,973
2025,December,AGATTI ISLAND-BENGALURU,766,997,1763
2025,December,AGATTI ISLAND-GOA,1444,1886,3330
2025,December,AGATTI ISLAND-KOCHI,2353,2811,5164
2025,December,AGATTI ISLAND-KOZHIKODE,428,573,1001
2025,December,AGRA-AHMEDABAD,2118,1929,4047
2025,December,AGRA-BENGALURU,6119,5638,11757
2025,December,AGRA-HYDERABAD,2167,1988,4155
2025,December,AGRA-MUMBAI,2788,2676,5464
2025,December,AHMEDABAD-KISHANGARH,1321,1606,2927
2025,December,AHMEDABAD-AMRITSAR,3499,3999,7498
2025,December,AHMEDABAD-BAGDOGRA,5454,5650,11104
2025,December,AHMEDABAD-BELGAUM,1995,1792,3787
2025,December,AHMEDABAD-BENGALURU,47189,46199,93388
2025,December,AHMEDABAD-BHOPAL,3850,4296,8146
2025,December,AHMEDABAD-BHUBANESWAR,4347,4300,8647
2025,December,AHMEDABAD-BHUJ,86,65,151
2025,December,AHMEDABAD-CHANDIGARH,8411,9488,17899
2025,December,AHMEDABAD-CHENNAI,21886,21545,43431
2025,December,AHMEDABAD-COIMBATORE,3892,3807,7699
2025,December,AHMEDABAD-GOA,16307,15574,31881
2025,December,AHMEDABAD-DEHRADUN,4466,4585,9051
2025,December,AHMEDABAD-DELHI,92637,101955,194592
2025,December,AHMEDABAD-DIBRUGARH,135,154,289
2025,December,AHMEDABAD-DIU,2512,2545,5057
2025,December,AHMEDABAD-DURGAPUR,61,91,152
2025,December,AHMEDABAD-GOA,10700,10651,21351
2025,December,AHMEDABAD-GUWAHATI,4839,4667,9506
2025,December,AHMEDABAD-HYDERABAD,22758,21513,44271
2025,December,AHMEDABAD-INDORE,6306,6707,13013
2025,December,AHMEDABAD-JAIPUR,10101,11270,21371
2025,December,AHMEDABAD-JALGAON,444,448,892
2025,December,AHMEDABAD-JAMMU,2199,2652,4851
2025,December,AHMEDABAD-JAMNAGAR,1117,1023,2140
2025,December,AHMEDABAD-JODHPUR,1379,1854,3233
2025,December,AHMEDABAD-KESHOD,70,55,125
2025,December,AHMEDABAD-KOCHI,5136,4710,9846
2025,December,AHMEDABAD-KOLKATA,25851,25172,51023
2025,December,AHMEDABAD-LUCKNOW,11820,12982,24802
2025,December,AHMEDABAD-MUMBAI,77193,75919,153112
2025,December,AHMEDABAD-NAGPUR,4409,4457,8866
2025,December,AHMEDABAD-NANDED,1754,1696,3450
2025,December,AHMEDABAD-NASIK,2219,2207,4426
2025,December,AHMEDABAD-PATNA,5156,5038,10194
2025,December,AHMEDABAD-PORT BLAIR,541,462,1003
2025,December,AHMEDABAD-PUNE,20423,20724,41147
2025,December,AHMEDABAD-RAIPUR,3670,4651,8321
2025,December,AHMEDABAD-RANCHI,4715,4885,9600
2025,December,AHMEDABAD-SRINAGAR,5211,5049,10260
2025,December,AHMEDABAD-UDAIPUR,0,9,9
2025,December,AHMEDABAD-VARANASI,5768,7712,13480
2025,December,AHMEDABAD-VISAKHAPATNAM,125,190,315
2025,December,AHMEDABAD-AYODHYA,4929,5024,9953
2025,December,AHMEDABAD-GHAZIABAD,4036,4618,8654
2025,December,AHMEDABAD-PURNEA,2666,2643,5309
2025,December,AIZAWL-CHANDIGARH,0,3,3
2025,December,AIZAWL-DELHI,4199,6367,10566
2025,December,AIZAWL-GUWAHATI,4109,5253,9362
2025,December,AIZAWL-KOLKATA,4555,4699,9254
2025,December,AIZAWL-LUCKNOW,71,50,121
2025,December,AIZAWL-SHILLONG,125,400,525
2025,December,KISHANGARH-LUCKNOW,872,984,1856
2025,December,KISHANGARH-NAGPUR,1345,1568,2913
2025,December,KISHANGARH-PUNE,1517,1768,3285
2025,December,GHAZIABAD-KISHANGARH,831,793,1624
2025,December,BENGALURU-PRAYAGRAJ,5049,4031,9080
2025,December,BHUBANESWAR-PRAYAGRAJ,941,883,1824
2025,December,BILASPUR-PRAYAGRAJ,357,385,742
2025,December,DELHI-PRAYAGRAJ,5050,4521,9571
2025,December,HYDERABAD-PRAYAGRAJ,1233,1138,2371
2025,December,MUMBAI-PRAYAGRAJ,10599,9620,20219
2025,December,AMRITSAR-BENGALURU,4450,5135,9585
2025,December,AMRITSAR-CHENNAI,166,339,505
2025,December,AMRITSAR-DELHI,44790,47143,91933
2025,December,AMRITSAR-GUWAHATI,23,15,38
2025,December,AMRITSAR-HYDERABAD,5840,4324,10164
2025,December,AMRITSAR-KOLKATA,1844,1609,3453
2025,December,AMRITSAR-KULLU,241,135,376
2025,December,AMRITSAR-MUMBAI,13752,14121,27873
2025,December,AMRITSAR-PUNE,2678,2468,5146
2025,December,AMRITSAR-SRINAGAR,5520,4011,9531
2025,December,AURANGABAD-BENGALURU,1663,1660,3323
2025,December,AURANGABAD-COIMBATORE,27,36,63
2025,December,AURANGABAD-GOA,774,724,1498
2025,December,AURANGABAD-DELHI,13020,13487,26507
2025,December,AURANGABAD-HYDERABAD,2572,1879,4451
2025,December,AURANGABAD-MUMBAI,7135,7872,15007
2025,December,BAGDOGRA-BENGALURU,21393,16607,38000
2025,December,BAGDOGRA-BHUBANESWAR,590,635,1225
2025,December,BAGDOGRA-CHENNAI,5678,5831,11509
2025,December,BAGDOGRA-DELHI,54231,61982,116213
2025,December,BAGDOGRA-DIBRUGARH,5062,4336,9398
2025,December,BAGDOGRA-DURGAPUR,499,498,997
2025,December,BAGDOGRA-GUWAHATI,0,5554,5554
2025,December,BAGDOGRA-HYDERABAD,14334,14880,29214
2025,December,BAGDOGRA-IMPHAL,4554,3339,7893
2025,December,BAGDOGRA-KOLKATA,24077,24066,48143
2025,December,BAGDOGRA-MUMBAI,25008,25933,50941
2025,December,BAREILLY-BENGALURU,1854,1634,3488
2025,December,BAREILLY-MUMBAI,2991,2697,5688
2025,December,BELGAUM-BENGALURU,5068,5260,10328
2025,December,BELGAUM-DELHI,4102,4211,8313
2025,December,BELGAUM-HYDERABAD,1955,2125,4080
2025,December,BELGAUM-JAIPUR,659,696,1355
2025,December,BELGAUM-MUMBAI,1559,1637,3196
2025,December,BENGALURU-BHOPAL,11700,13095,24795
2025,December,BENGALURU-BHUBANESWAR,39044,36703,75747
2025,December,BENGALURU-BIDAR,1480,1525,3005
2025,December,BENGALURU-CHANDIGARH,24667,25942,50609
2025,December,BENGALURU-CHENNAI,56177,58492,114669
2025,December,BENGALURU-COIMBATORE,15638,13520,29158
2025,December,BENGALURU-GOA,45535,43469,89004
2025,December,BENGALURU-DARBHANGA,307,711,1018
2025,December,BENGALURU-DEHRADUN,9318,10010,19328
2025,December,BENGALURU-DELHI,202828,218748,421576
2025,December,BENGALURU-DEOGHAR,4893,5191,10084
2025,December,BENGALURU-DIBRUGARH,227,165,392
2025,December,BENGALURU-DURGAPUR,5353,5401,10754
2025,December,BENGALURU-GOA,33583,31514,65097
2025,December,BENGALURU-GORAKHPUR,9949,10229,20178
2025,December,BENGALURU-GUWAHATI,37505,30628,68133
2025,December,BENGALURU-GWALIOR,4625,4906,9531
2025,December,BENGALURU-HUBLI,3951,4057,8008
2025,December,BENGALURU-HYDERABAD,91015,87372,178387
2025,December,BENGALURU-IMPHAL,409,349,758
2025,December,BENGALURU-INDORE,18583,19126,37709
2025,December,BENGALURU-JABALPUR,4372,4570,8942
2025,December,BENGALURU-JAIPUR,32127,33349,65476
2025,December,BENGALURU-JAISALMER,3673,4193,7866
2025,December,BENGALURU-JAMMU,2646,2730,5376
2025,December,BENGALURU-JHARSUGUDA,4928,5141,10069
2025,December,BENGALURU-JODHPUR,11015,11285,22300
2025,December,BENGALURU-KANNUR,6145,4986,11131
2025,December,BENGALURU-KANPUR,4231,4914,9145
2025,December,BENGALURU-KHAJURAHO,0,35,35
2025,December,BENGALURU-KOCHI,60344,52762,113106
2025,December,BENGALURU-KOLHAPUR,1912,1869,3781
2025,December,BENGALURU-KOLKATA,79004,78293,157297
2025,December,BENGALURU-KOZHIKODE,20057,15840,35897
2025,December,BENGALURU-KURNOOL,151,171,322
2025,December,BENGALURU-LUCKNOW,27389,29138,56527
2025,December,BENGALURU-MADURAI,6608,6092,12700
2025,December,BENGALURU-MALVAN,1791,1596,3387
2025,December,BENGALURU-MANGALORE,36919,34480,71399
2025,December,BENGALURU-MUMBAI,157165,164190,321355
2025,December,BENGALURU-NAGPUR,25186,27010,52196
2025,December,BENGALURU-NANDED,2050,1903,3953
2025,December,BENGALURU-NASIK,5577,5859,11436
2025,December,BENGALURU-PATNA,25701,25372,51073
2025,December,BENGALURU-PONDICHERRY,1910,1951,3861
2025,December,BENGALURU-PORT BLAIR,18292,17752,36044
2025,December,BENGALURU-PUNE,67007,67148,134155
2025,December,BENGALURU-RAIPUR,12030,11627,23657
2025,December,BENGALURU-RAJAHMUNDRY,2057,2078,4135
2025,December,BENGALURU-RAJKOT,5904,5985,11889
2025,December,BENGALURU-RANCHI,20349,20123,40472
2025,December,BENGALURU-SALEM,1358,1322,2680
2025,December,BENGALURU-SHIRDI,5834,6023,11857
2025,December,BENGALURU-SHIVAMOGGA,1569,1271,2840
2025,December,BENGALURU-SILCHAR,224,165,389
2025,December,BENGALURU-SRINAGAR,5506,6291,11797
2025,December,BENGALURU-SURAT,14064,14835,28899
2025,December,BENGALURU-TIRUCHIRAPALLY,8910,9001,17911
2025,December,BENGALURU-TIRUPATI,1912,1917,3829
2025,December,BENGALURU-THIRUVANANTHAPURAM,32256,30661,62917
2025,December,BENGALURU-TUTICORIN,1845,1713,3558
2025,December,BENGALURU-UDAIPUR,15514,15707,31221
2025,December,BENGALURU-VADODARA,4620,4762,9382
2025,December,BENGALURU-VARANASI,33956,35359,69315
2025,December,BENGALURU-VIDYANAGAR,1071,1742,2813
2025,December,BENGALURU-VIJAYAWADA,12390,12254,24644
2025,December,BENGALURU-VISAKHAPATNAM,19792,19104,38896
2025,December,AYODHYA-BENGALURU,4960,6481,11441
2025,December,BENGALURU-GHAZIABAD,9994,10379,20373
2025,December,BHATINDA-DELHI,557,543,1100
2025,December,BHOPAL-CHENNAI,0,106,106
2025,December,BHOPAL-GOA,5080,4785,9865
2025,December,BHOPAL-DELHI,25144,26402,51546
2025,December,BHOPAL-HYDERABAD,3151,2742,5893
2025,December,BHOPAL-INDORE,0,2,2
2025,December,BHOPAL-JABALPUR,22,0,22
2025,December,BHOPAL-MUMBAI,17070,16116,33186
2025,December,BHOPAL-PUNE,4159,4211,8370
2025,December,BHOPAL-RAIPUR,2037,2061,4098
2025,December,BHUBANESWAR-CHANDIGARH,476,417,893
2025,December,BHUBANESWAR-CHENNAI,9115,9429,18544
2025,December,BHUBANESWAR-DEHRADUN,1233,1342,2575
2025,December,BHUBANESWAR-DELHI,55986,58738,114724
2025,December,BHUBANESWAR-DIMAPUR,85,71,156
2025,December,BHUBANESWAR-DURGAPUR,1081,1094,2175
2025,December,BHUBANESWAR-GOA,1258,1200,2458
2025,December,BHUBANESWAR-GUWAHATI,4387,4415,8802
2025,December,BHUBANESWAR-HYDERABAD,24270,23259,47529
2025,December,BHUBANESWAR-INDORE,2121,2420,4541
2025,December,BHUBANESWAR-JAIPUR,2717,2865,5582
2025,December,BHUBANESWAR-JAMMU,115,72,187
2025,December,BHUBANESWAR-JAMSHEDPUR,190,195,385
2025,December,BHUBANESWAR-JEYPORE,530,532,1062
2025,December,BHUBANESWAR-JHARSUGUDA,1710,1795,3505
2025,December,BHUBANESWAR-KOCHI,4294,3378,7672
2025,December,BHUBANESWAR-KOLKATA,15056,15285,30341
2025,December,BHUBANESWAR-LUCKNOW,3036,3484,6520
2025,December,BHUBANESWAR-MUMBAI,23417,24522,47939
2025,December,BHUBANESWAR-PATNA,1736,2074,3810
2025,December,BHUBANESWAR-PORT BLAIR,2266,1672,3938
2025,December,BHUBANESWAR-PUNE,4732,4759,9491
2025,December,BHUBANESWAR-RAIPUR,3804,3617,7421
2025,December,BHUBANESWAR-RANCHI,2071,2147,4218
2025,December,BHUBANESWAR-ROURKELA,130,144,274
2025,December,BHUBANESWAR-UTKELA,214,302,516
2025,December,BHUBANESWAR-VARANASI,1796,1744,3540
2025,December,BHUBANESWAR-VISAKHAPATNAM,2195,2179,4374
2025,December,BHUJ-DELHI,5055,5293,10348
2025,December,BHUJ-MUMBAI,9314,9498,18812
2025,December,BHUJ-SURAT,414,504,918
2025,December,BIKANER-DELHI,1539,1419,2958
2025,December,BIKANER-JAIPUR,147,132,279
2025,December,BILASPUR-DELHI,474,569,1043
2025,December,BILASPUR-JABALPUR,339,208,547
2025,December,BILASPUR-KOLKATA,360,311,671
2025,December,CHANDIGARH-CHENNAI,6472,5774,12246
2025,December,CHANDIGARH-GOA,6341,5866,12207
2025,December,CHANDIGARH-DELHI,38422,37050,75472
2025,December,CHANDIGARH-DHARAMSALA,1299,1218,2517
2025,December,CHANDIGARH-GOA,4997,4853,9850
2025,December,CHANDIGARH-GUWAHATI,608,506,1114
2025,December,CHANDIGARH-HISSAR,15,17,32
2025,December,CHANDIGARH-HYDERABAD,11664,10844,22508
2025,December,CHANDIGARH-INDORE,4480,4320,8800
2025,December,CHANDIGARH-JAIPUR,6606,6861,13467
2025,December,CHANDIGARH-KOCHI,253,219,472
2025,December,CHANDIGARH-KOLKATA,6671,6662,13333
2025,December,CHANDIGARH-LEH,2463,3394,5857
2025,December,CHANDIGARH-LUCKNOW,4461,4344,8805
2025,December,CHANDIGARH-MUMBAI,23304,22501,45805
2025,December,CHANDIGARH-PATNA,4074,3962,8036
2025,December,CHANDIGARH-PUNE,5001,3549,8550
2025,December,CHANDIGARH-SRINAGAR,7117,6803,13920
2025,December,CHANDIGARH-UDAIPUR,184,154,338
2025,December,CHENNAI-COIMBATORE,33663,32239,65902
2025,December,CHENNAI-GOA,5397,5651,11048
2025,December,CHENNAI-DEHRADUN,247,369,616
2025,December,CHENNAI-DELHI,87184,94205,181389
2025,December,CHENNAI-DURGAPUR,3864,4119,7983
2025,December,CHENNAI-GOA,4914,4847,9761
2025,December,CHENNAI-GUWAHATI,15259,14237,29496
2025,December,CHENNAI-HYDERABAD,52998,55439,108437
2025,December,CHENNAI-INDORE,6441,6816,13257
2025,December,CHENNAI-JAIPUR,9650,10432,20082
2025,December,CHENNAI-JAMMU,105,95,200
2025,December,CHENNAI-CUDDAPAH,527,604,1131
2025,December,CHENNAI-KANNUR,1203,1100,2303
2025,December,CHENNAI-KANPUR,126,95,221
2025,December,CHENNAI-KOCHI,33045,28232,61277
2025,December,CHENNAI-KOLKATA,51775,50233,102008
2025,December,CHENNAI-KOZHIKODE,4250,3854,8104
2025,December,CHENNAI-LUCKNOW,4178,4201,8379
2025,December,CHENNAI-MADURAI,19027,20002,39029
2025,December,CHENNAI-MANGALORE,2167,2132,4299
2025,December,CHENNAI-MUMBAI,94214,100208,194422
2025,December,CHENNAI-MYSORE,1927,1724,3651
2025,December,CHENNAI-PATNA,7262,8022,15284
2025,December,CHENNAI-PORT BLAIR,30400,28128,58528
2025,December,CHENNAI-PUNE,31039,31237,62276
2025,December,CHENNAI-RAIPUR,5474,4740,10214
2025,December,CHENNAI-RAJAHMUNDRY,2152,2221,4373
2025,December,CHENNAI-RANCHI,5540,5724,11264
2025,December,CHENNAI-SALEM,1667,1755,3422
2025,December,CHENNAI-SHIRDI,4328,4108,8436
2025,December,CHENNAI-SHIVAMOGGA,1057,921,1978
2025,December,CHENNAI-SURAT,2798,2971,5769
2025,December,CHENNAI-TIRUCHIRAPALLY,10025,9600,19625
2025,December,CHENNAI-THIRUVANANTHAPURAM,15344,14041,29385
2025,December,CHENNAI-TUTICORIN,8415,7892,16307
2025,December,CHENNAI-VADODARA,1019,1007,2026
2025,December,CHENNAI-VARANASI,3779,4278,8057
2025,December,CHENNAI-VIJAYAWADA,3643,3974,7617
2025,December,CHENNAI-VISAKHAPATNAM,15631,14860,30491
2025,December,AYODHYA-CHENNAI,0,90,90
2025,December,CHENNAI-GHAZIABAD,3480,3589,7069
2025,December,COIMBATORE-GOA,2080,2178,4258
2025,December,COIMBATORE-DELHI,16955,19079,36034
2025,December,COIMBATORE-DURGAPUR,43,34,77
2025,December,COIMBATORE-GUWAHATI,209,184,393
2025,December,COIMBATORE-HYDERABAD,20531,22257,42788
2025,December,COIMBATORE-JAIPUR,188,163,351
2025,December,COIMBATORE-KOCHI,0,189,189
2025,December,COIMBATORE-KOLKATA,0,94,94
2025,December,COIMBATORE-LUCKNOW,35,0,35
2025,December,COIMBATORE-MUMBAI,20807,22228,43035
2025,December,COIMBATORE-NASIK,45,24,69
2025,December,COIMBATORE-PUNE,4609,4645,9254
2025,December,COIMBATORE-SHIRDI,83,166,249
2025,December,COOCH BEHAR-KOLKATA,203,213,416
2025,December,DELHI-GOA,56829,60723,117552
2025,December,GOA-HYDERABAD,20560,21593,42153
2025,December,GOA-INDORE,7789,8266,16055
2025,December,GOA-JAIPUR,4787,5159,9946
2025,December,GOA-KOCHI,4569,4408,8977
2025,December,GOA-KOLKATA,4789,4831,9620
2025,December,GOA-LUCKNOW,4930,5443,10373
2025,December,GOA-MUMBAI,53805,60503,114308
2025,December,GOA-NASIK,1142,1233,2375
2025,December,GOA-PUNE,4129,4221,8350
2025,December,GOA-RAIPUR,5331,5451,10782
2025,December,GOA-SURAT,4647,4754,9401
2025,December,DARBHANGA-DELHI,12489,12203,24692
2025,December,DARBHANGA-HYDERABAD,3940,3888,7828
2025,December,DARBHANGA-KOLKATA,1138,922,2060
2025,December,DARBHANGA-MUMBAI,9554,9498,19052
2025,December,DEHRADUN-DELHI,20741,21636,42377
2025,December,DEHRADUN-GUWAHATI,164,14,178
2025,December,DEHRADUN-HYDERABAD,4600,4568,9168
2025,December,DEHRADUN-INDORE,255,307,562
2025,December,DEHRADUN-JAIPUR,3206,2945,6151
2025,December,DEHRADUN-KOLKATA,2675,2386,5061
2025,December,DEHRADUN-KULLU,183,97,280
2025,December,DEHRADUN-LUCKNOW,3131,3065,6196
2025,December,DEHRADUN-MUMBAI,12946,12142,25088
2025,December,DEHRADUN-PUNE,4325,3901,8226
2025,December,DELHI-DEOGHAR,8350,7506,15856
2025,December,DELHI-DHARAMSALA,5663,4751,10414
2025,December,DELHI-DIBRUGARH,8907,7750,16657
2025,December,DELHI-DIMAPUR,5324,4717,10041
2025,December,DELHI-DURGAPUR,5184,4655,9839
2025,December,DELHI-GAYA,8231,8692,16923
2025,December,DELHI-GOA,54060,49985,104045
2025,December,DELHI-GORAKHPUR,19867,19828,39695
2025,December,DELHI-GUWAHATI,72466,62921,135387
2025,December,DELHI-GWALIOR,3141,3362,6503
2025,December,DELHI-HUBLI,5161,4101,9262
2025,December,DELHI-HYDERABAD,133107,120788,253895
2025,December,DELHI-IMPHAL,15382,13613,28995
2025,December,DELHI-INDORE,45284,43361,88645
2025,December,DELHI-ITANAGAR,5017,4214,9231
2025,December,DELHI-JABALPUR,8863,7857,16720
2025,December,DELHI-JAGDALPUR,364,444,808
2025,December,DELHI-JAIPUR,27798,27545,55343
2025,December,DELHI-JAISALMER,13200,12969,26169
2025,December,DELHI-JAMMU,23180,21759,44939
2025,December,DELHI-JHARSUGUDA,5084,4472,9556
2025,December,DELHI-JODHPUR,17997,17575,35572
2025,December,DELHI-JORHAT,3119,2769,5888
2025,December,DELHI-KANNUR,4018,3108,7126
2025,December,DELHI-KANPUR,3595,4202,7797
2025,December,DELHI-KHAJURAHO,2786,2771,5557
2025,December,DELHI-KOCHI,41323,38868,80191
2025,December,DELHI-KOLKATA,128356,124376,252732
2025,December,DELHI-KOZHIKODE,6330,5258,11588
2025,December,DELHI-KULLU,584,323,907
2025,December,DELHI-LEH,21368,23948,45316
2025,December,DELHI-LUCKNOW,58453,60176,118629
2025,December,DELHI-MADURAI,6047,5219,11266
2025,December,DELHI-MANGALORE,15575,13328,28903
2025,December,DELHI-MUMBAI,304512,275378,579890
2025,December,DELHI-NAGPUR,34076,26310,60386
2025,December,DELHI-NASIK,9962,8311,18273
2025,December,DELHI-PANTNAGAR,2042,1898,3940
2025,December,DELHI-PATNA,59943,59757,119700
2025,December,DELHI-PITHORAGARH,451,298,749
2025,December,DELHI-PORT BLAIR,14940,12446,27386
2025,December,DELHI-PUNE,119639,114344,233983
2025,December,DELHI-RAIPUR,37610,35782,73392
2025,December,DELHI-RAJAHMUNDRY,4473,2826,7299
2025,December,DELHI-RAJKOT,18789,16930,35719
2025,December,DELHI-RANCHI,38806,36862,75668
2025,December,DELHI-REWA,680,730,1410
2025,December,DELHI-SHILLONG,687,578,1265
2025,December,DELHI-SHIRDI,5241,4712,9953
2025,December,DELHI-SILCHAR,180,217,397
2025,December,DELHI-SRINAGAR,72405,73157,145562
2025,December,DELHI-SURAT,26547,21371,47918
2025,December,DELHI-TIRUCHIRAPALLY,4659,3690,8349
2025,December,DELHI-TIRUPATI,5061,3854,8915
2025,December,DELHI-THIRUVANANTHAPURAM,19497,18525,38022
2025,December,DELHI-UDAIPUR,48977,45565,94542
2025,December,DELHI-VADODARA,26825,22529,49354
2025,December,DELHI-VARANASI,40768,43758,84526
2025,December,DELHI-VIJAYAWADA,13136,10838,23974
2025,December,DELHI-VISAKHAPATNAM,21163,19203,40366
2025,December,AYODHYA-DELHI,16803,17720,34523
2025,December,DELHI-PURNEA,4390,4290,8680
2025,December,DEOGHAR-KOLKATA,840,703,1543
2025,December,DEOGHAR-MUMBAI,2316,2084,4400
2025,December,DHARAMSALA-JAIPUR,20,50,70
2025,December,DHARAMSALA-LUCKNOW,86,0,86
2025,December,DIBRUGARH-GUWAHATI,10335,11145,21480
2025,December,DIBRUGARH-KOLKATA,8741,9746,18487
2025,December,DIMAPUR-GUWAHATI,6547,7838,14385
2025,December,DIMAPUR-IMPHAL,624,597,1221
2025,December,DIMAPUR-KOLKATA,4328,5019,9347
2025,December,DIU-GOA,489,452,941
2025,December,DIU-KESHOD,21,15,36
2025,December,DIU-MUMBAI,1414,1422,2836
2025,December,DIU-SURAT,1902,1816,3718
2025,December,DURGAPUR-HYDERABAD,5069,4730,9799
2025,December,DURGAPUR-MUMBAI,2490,2491,4981
2025,December,DURGAPUR-VARANASI,306,406,712
2025,December,GAYA-KOLKATA,3283,2017,5300
2025,December,GOA-HYDERABAD,38102,38867,76969
2025,December,GOA-JAIPUR,4369,5031,9400
2025,December,GOA-JALGAON,1883,1854,3737
2025,December,GOA-KOLKATA,5209,5123,10332
2025,December,GOA-MUMBAI,36537,42727,79264
2025,December,GOA-NAGPUR,5697,6406,12103
2025,December,GOA-PUNE,18319,19595,37914
2025,December,GOA-RAJKOT,3879,3836,7715
2025,December,GOA-SHIVAMOGGA,1643,1632,3275
2025,December,GOA-SHOLAPUR,888,968,1856
2025,December,GOA-SURAT,621,713,1334
2025,December,GOA-UDAIPUR,97,0,97
2025,December,GOA-VADODARA,3660,3907,7567
2025,December,GONDIA-HYDERABAD,1144,983,2127
2025,December,GONDIA-INDORE,467,652,1119
2025,December,GORAKHPUR-HYDERABAD,5990,5337,11327
2025,December,GORAKHPUR-KOLKATA,2076,1824,3900
2025,December,GORAKHPUR-MUMBAI,8935,8417,17352
2025,December,GORAKHPUR-PUNE,0,49,49
2025,December,GUWAHATI-HYDERABAD,19566,20718,40284
2025,December,GUWAHATI-IMPHAL,18362,16191,34553
2025,December,GUWAHATI-ITANAGAR,92,49,141
2025,December,GUWAHATI-JAIPUR,9315,10784,20099
2025,December,GUWAHATI-KOLKATA,42902,44314,87216
2025,December,GUWAHATI-LUCKNOW,3662,4448,8110
2025,December,GUWAHATI-MUMBAI,16645,17570,34215
2025,December,GUWAHATI-PASIGHAT,520,546,1066
2025,December,GUWAHATI-PUNE,2570,2711,5281
2025,December,GUWAHATI-RUPSI,244,247,491
2025,December,GUWAHATI-SHILLONG,0,3,3
2025,December,GUWAHATI-SILCHAR,4956,5488,10444
2025,December,GUWAHATI-TEZU,878,709,1587
2025,December,GUWAHATI-ZIRO,14,21,35
2025,December,GWALIOR-MUMBAI,3942,3658,7600
2025,December,HISSAR-JAIPUR,74,82,156
2025,December,AYODHYA-HISSAR,118,100,218
2025,December,HUBLI-HYDERABAD,1976,2027,4003
2025,December,HUBLI-MUMBAI,4324,4738,9062
2025,December,HUBLI-PUNE,1189,1221,2410
2025,December,HYDERABAD-INDORE,13214,14009,27223
2025,December,HYDERABAD-JABALPUR,1917,1906,3823
2025,December,HYDERABAD-JAGDALPUR,1849,1716,3565
2025,December,HYDERABAD-JAIPUR,23697,26168,49865
2025,December,HYDERABAD-JALGAON,1864,1838,3702
2025,December,HYDERABAD-JAMMU,1521,1344,2865
2025,December,HYDERABAD-JHARSUGUDA,2263,2303,4566
2025,December,HYDERABAD-JODHPUR,6533,6566,13099
2025,December,CUDDAPAH-HYDERABAD,2033,2064,4097
2025,December,HYDERABAD-KANNUR,2216,1875,4091
2025,December,HYDERABAD-KANPUR,1982,2341,4323
2025,December,HYDERABAD-KOCHI,39191,38811,78002
2025,December,HYDERABAD-KOLHAPUR,2308,2775,5083
2025,December,HYDERABAD-KOLKATA,36677,35125,71802
2025,December,HYDERABAD-KOZHIKODE,4590,4342,8932
2025,December,HYDERABAD-LUCKNOW,13833,14513,28346
2025,December,HYDERABAD-MADURAI,10441,9963,20404
2025,December,HYDERABAD-MALVAN,1887,1778,3665
2025,December,HYDERABAD-MANGALORE,4434,4497,8931
2025,December,HYDERABAD-MUMBAI,78038,81119,159157
2025,December,HYDERABAD-MYSORE,2141,1965,4106
2025,December,HYDERABAD-NAGPUR,4145,4495,8640
2025,December,HYDERABAD-NANDED,1323,1432,2755
2025,December,HYDERABAD-NASIK,2558,2815,5373
2025,December,HYDERABAD-PATNA,12643,13870,26513
2025,December,HYDERABAD-PONDICHERRY,2153,2048,4201
