route,operator,flights_in_season,route_total,share_pct
JAIPUR-UDAIPUR,IndiGo,831.1428571428571,831.1428571428571,100.0
JALANDHAR-MUMBAI,IndiGo,416.57142857142856,416.57142857142856,100.0
JALGAON-MOPA,JustUdo Aviation (IndiaOne Air),417.1428571428571,417.1428571428571,100.0
JALGAON-MUMBAI,Alliance Air,298.57142857142856,298.57142857142856,100.0
JALGAON-PUNE,JustUdo Aviation (IndiaOne Air),416.2857142857143,416.2857142857143,100.0
JAMMU-LEH,Air India,176.42857142857142,176.42857142857142,100.0
JAMMU-NAVI MUMBAI,IndiGo,234.8571428571429,234.8571428571429,100.0
JAMMU-SRINAGAR,IndiGo,715.1428571428571,1405.142857142857,50.89
JAMMU-SRINAGAR,Air India Express,357.0,1405.142857142857,25.41
JAMMU-SRINAGAR,SpiceJet,333.0,1405.142857142857,23.7
JAMNAGAR-MUMBAI,Air India,836.0,1045.0,80.0
JAMNAGAR-MUMBAI,IndiGo,209.0,1045.0,20.0
JAMNAGAR-NAVI MUMBAI,Ghodawat Enterprises (Fly91),418.0,602.0,69.44
JAMNAGAR-NAVI MUMBAI,IndiGo,184.0,602.0,30.56
JAMNAGAR-SURAT,Ghodawat Enterprises (Fly91),417.0,417.0,100.0
JAMSHEDPUR-KOLKATA,GSEC Monarch & Deccan Aviation,418.0,418.0,100.0
JEYPORE-VISAKHAPATNAM,GSEC Monarch & Deccan Aviation,418.0,418.0,100.0
JHARSUGUDA-KOLKATA,IndiGo,418.0,418.0,100.0
JHARSUGUDA-NAVI MUMBAI,IndiGo,418.0,418.0,100.0
JODHPUR-MUMBAI,IndiGo,358.0,694.7142857142858,51.53
JODHPUR-MUMBAI,Air India,336.7142857142857,694.7142857142858,48.47
JODHPUR-PUNE,IndiGo,303.71428571428567,303.71428571428567,100.0
JORHAT-KOLKATA,IndiGo,418.0,418.0,100.0
KANDLA-MUMBAI,SpiceJet,297.1428571428572,297.1428571428572,100.0
KANNUR-KOCHI,IndiGo,418.0,418.0,100.0
KANNUR-MUMBAI,IndiGo,238.28571428571428,238.28571428571428,100.0
KANNUR-NAVI MUMBAI,IndiGo,178.28571428571428,178.28571428571428,100.0
KANNUR-THIRUVANANTHAPURAM,Air India Express,234.0,234.0,100.0
KANPUR-MUMBAI,IndiGo,418.0,418.0,100.0
KISHANGARH-LUCKNOW,Ghodawat Enterprises (Fly91),298.57142857142856,298.57142857142856,100.0
KISHANGARH-NAGPUR,Ghodawat Enterprises (Fly91),298.57142857142856,298.57142857142856,100.0
KISHANGARH-NAVI MUMBAI,Ghodawat Enterprises (Fly91),59.71428571428572,59.71428571428572,100.0
KISHANGARH-PUNE,Ghodawat Enterprises (Fly91),149.28571428571428,149.28571428571428,100.0
KOCHI-MUMBAI,Air India,2447.428571428572,4088.714285714286,59.86
KOCHI-MUMBAI,IndiGo,1194.2857142857142,4088.714285714286,29.21
KOCHI-MUMBAI,Akasa Air,417.1428571428571,4088.714285714286,10.2
KOCHI-MUMBAI,SpiceJet,29.857142857142858,4088.714285714286,0.73
KOCHI-NAVI MUMBAI,IndiGo,776.2857142857142,1193.142857142857,65.06
KOCHI-NAVI MUMBAI,Akasa Air,416.8571428571428,1193.142857142857,34.94
KOCHI-PUNE,Air India Express,417.1428571428571,834.2857142857142,50.0
KOCHI-PUNE,IndiGo,417.1428571428571,834.2857142857142,50.0
KOCHI-SALEM,Alliance Air,418.0,418.0,100.0
KOCHI-THIRUVANANTHAPURAM,IndiGo,416.1428571428571,416.1428571428571,100.0
KOLHAPUR-MUMBAI,Ghodawat Enterprises (Fly91),418.0,418.0,100.0
KOLHAPUR-NAVI MUMBAI,IndiGo,836.0,836.0,100.0
KOLKATA-LILABARI,Alliance Air,238.8571428571429,238.8571428571429,100.0
KOLKATA-LUCKNOW,IndiGo,831.5714285714286,831.5714285714286,100.0
KOLKATA-MOPA,IndiGo,418.0,418.0,100.0
KOLKATA-MUMBAI,IndiGo,3342.1428571428573,7209.285714285715,46.36
KOLKATA-MUMBAI,Air India,2499.8571428571427,7209.285714285715,34.68
KOLKATA-MUMBAI,Akasa Air,951.0,7209.285714285715,13.19
KOLKATA-MUMBAI,SpiceJet,416.2857142857143,7209.285714285715,5.77
KOLKATA-NAGPUR,IndiGo,476.0,476.0,100.0
KOLKATA-NAVI MUMBAI,Akasa Air,418.0,836.0,50.0
KOLKATA-NAVI MUMBAI,IndiGo,418.0,836.0,50.0
KOLKATA-PATNA,IndiGo,1253.0,1253.0,100.0
KOLKATA-PORT BLAIR,IndiGo,736.8571428571429,1600.428571428571,46.04
KOLKATA-PORT BLAIR,Air India Express,625.2857142857142,1600.428571428571,39.07
KOLKATA-PORT BLAIR,Akasa Air,238.28571428571428,1600.428571428571,14.89
KOLKATA-PUNE,IndiGo,1249.5714285714284,1845.857142857143,67.7
KOLKATA-PUNE,Akasa Air,387.2857142857143,1845.857142857143,20.98
KOLKATA-PUNE,Air India Express,209.0,1845.857142857143,11.32
KOLKATA-PURNEA,IndiGo,416.57142857142856,826.8571428571429,50.38
KOLKATA-PURNEA,Ghodawat Enterprises (Fly91),410.2857142857143,826.8571428571429,49.62
KOLKATA-RAIPUR,IndiGo,1253.142857142857,1253.142857142857,100.0
KOLKATA-RANCHI,IndiGo,1668.857142857143,1668.857142857143,100.0
KOLKATA-RUPSI,Alliance Air,238.8571428571429,238.8571428571429,100.0
KOLKATA-SHILLONG,IndiGo,655.0,655.0,100.0
KOLKATA-SILCHAR,IndiGo,831.5714285714286,831.5714285714286,100.0
KOLKATA-SRINAGAR,Air India Express,0.1428571428571428,0.1428571428571428,100.0
KOLKATA-SURAT,IndiGo,418.0,418.0,100.0
KOLKATA-VARANASI,IndiGo,835.0,835.0,100.0
KOLKATA-VISAKHAPATNAM,IndiGo,418.0,418.0,100.0
KOZHIKODE-MUMBAI,IndiGo,209.0,268.42857142857144,77.86
KOZHIKODE-MUMBAI,SpiceJet,59.42857142857143,268.42857142857144,22.14
KOZHIKODE-NAVI MUMBAI,IndiGo,209.0,209.0,100.0
KURNOOL-VIJAYAWADA,IndiGo,177.42857142857144,177.42857142857144,100.0
KURNOOL-VISAKHAPATNAM,IndiGo,177.42857142857144,177.42857142857144,100.0
LEH-MUMBAI,IndiGo,370.0,370.0,100.0
LEH-SRINAGAR,Air India,112.85714285714286,112.85714285714286,100.0
LUCKNOW-MUMBAI,IndiGo,1667.7142857142858,2862.1428571428573,58.27
LUCKNOW-MUMBAI,Air India Express,418.1428571428572,2862.1428571428573,14.61
LUCKNOW-MUMBAI,Air India,418.0,2862.1428571428573,14.6
LUCKNOW-MUMBAI,Akasa Air,358.2857142857143,2862.1428571428573,12.52
LUCKNOW-NAVI MUMBAI,Akasa Air,776.2857142857142,1429.5714285714284,54.3
LUCKNOW-NAVI MUMBAI,IndiGo,653.2857142857142,1429.5714285714284,45.7
LUCKNOW-PATNA,IndiGo,417.1428571428571,417.1428571428571,100.0
LUCKNOW-PUNE,IndiGo,417.1428571428571,773.7142857142857,53.91
LUCKNOW-PUNE,Air India Express,356.57142857142856,773.7142857142857,46.09
LUCKNOW-RAIPUR,IndiGo,418.0,418.0,100.0
MADURAI-NAVI MUMBAI,IndiGo,418.0,418.0,100.0
MANGALORE-MUMBAI,IndiGo,889.4285714285714,1307.4285714285716,68.03
MANGALORE-MUMBAI,Air India Express,418.0,1307.4285714285716,31.97
MANGALORE-NAVI MUMBAI,IndiGo,1133.7142857142858,1133.7142857142858,100.0
MANGALORE-THIRUVANANTHAPURAM,Air India Express,112.28571428571428,112.28571428571428,100.0
MOPA-MUMBAI,IndiGo,836.0,2952.285714285714,28.32
MOPA-MUMBAI,Air India Express,826.4285714285714,2952.285714285714,27.99
MOPA-MUMBAI,SpiceJet,773.8571428571429,2952.285714285714,26.21
MOPA-MUMBAI,Akasa Air,516.0,2952.285714285714,17.48
MOPA-NAGPUR,IndiGo,417.0,417.0,100.0
MOPA-NANDED,Ghodawat Enterprises (Fly91),295.57142857142856,295.57142857142856,100.0
MOPA-NAVI MUMBAI,IndiGo,1253.142857142857,1253.142857142857,100.0
MOPA-PUNE,IndiGo,418.0,1010.8571428571428,41.35
MOPA-PUNE,Akasa Air,414.57142857142856,1010.8571428571428,41.01
MOPA-PUNE,SpiceJet,178.28571428571428,1010.8571428571428,17.64
MOPA-SHIVAMOGGA,Ghodawat Enterprises (Fly91),418.0,418.0,100.0
MUMBAI-NAGPUR,IndiGo,1730.2857142857142,2566.285714285714,67.42
MUMBAI-NAGPUR,Air India,836.0,2566.285714285714,32.58
MUMBAI-NANDED,Ghodawat Enterprises (Fly91),58.85714285714286,58.85714285714286,100.0
MUMBAI-PATNA,Air India,836.0,2501.142857142857,33.42
MUMBAI-PATNA,IndiGo,833.2857142857142,2501.142857142857,33.32
MUMBAI-PATNA,SpiceJet,418.0,2501.142857142857,16.71
MUMBAI-PATNA,Air India Express,413.8571428571428,2501.142857142857,16.55
MUMBAI-PORBANDAR,SpiceJet,116.57142857142856,116.57142857142856,100.0
MUMBAI-PORT BLAIR,IndiGo,46.0,46.0,100.0
MUMBAI-PRAYAGRAJ,Akasa Air,418.0,774.5714285714286,53.97
MUMBAI-PRAYAGRAJ,IndiGo,356.57142857142856,774.5714285714286,46.03
MUMBAI-RAIPUR,IndiGo,836.0,836.0,100.0
MUMBAI-RAJAHMUNDRY,IndiGo,177.42857142857144,177.42857142857144,100.0
MUMBAI-RAJKOT,IndiGo,1252.0,2088.0,59.96
MUMBAI-RAJKOT,Air India,836.0,2088.0,40.04
MUMBAI-RANCHI,Air India Express,418.0,836.0,50.0
MUMBAI-RANCHI,IndiGo,418.0,836.0,50.0
MUMBAI-SHOLAPUR,Ghodawat Enterprises (Fly91),415.8571428571429,415.8571428571429,100.0
MUMBAI-SRINAGAR,IndiGo,385.1428571428572,1117.0,34.48
MUMBAI-SRINAGAR,Air India,380.57142857142856,1117.0,34.07
MUMBAI-SRINAGAR,Akasa Air,351.28571428571433,1117.0,31.45
MUMBAI-THIRUVANANTHAPURAM,Air India,830.2857142857143,1247.4285714285716,66.56
MUMBAI-THIRUVANANTHAPURAM,IndiGo,417.1428571428571,1247.4285714285716,33.44
MUMBAI-TIRUCHIRAPALLY,IndiGo,176.28571428571428,176.28571428571428,100.0
MUMBAI-UDAIPUR,Air India,1194.2857142857142,2268.285714285714,52.65
MUMBAI-UDAIPUR,IndiGo,1074.0,2268.285714285714,47.35
MUMBAI-VADODARA,IndiGo,834.5714285714286,1252.5714285714284,66.63
MUMBAI-VADODARA,Air India,418.0,1252.5714285714284,33.37
MUMBAI-VARANASI,IndiGo,836.0,2925.142857142857,28.58
MUMBAI-VARANASI,Akasa Air,835.1428571428571,2925.142857142857,28.55
MUMBAI-VARANASI,Air India,418.0,2925.142857142857,14.29
MUMBAI-VARANASI,Air India Express,418.0,2925.142857142857,14.29
MUMBAI-VARANASI,SpiceJet,418.0,2925.142857142857,14.29
MUMBAI-VIJAYAWADA,Air India,417.1428571428571,654.8571428571429,63.7
MUMBAI-VIJAYAWADA,IndiGo,237.7142857142857,654.8571428571429,36.3
MUMBAI-VISAKHAPATNAM,IndiGo,209.0,209.0,100.0
NAGPUR-NANDED,Ghodawat Enterprises (Fly91),298.57142857142856,298.57142857142856,100.0
NAGPUR-NAVI MUMBAI,IndiGo,267.2857142857143,267.2857142857143,100.0
NAGPUR-PUNE,IndiGo,1192.5714285714284,1192.5714285714284,100.0
NAVI MUMBAI-PATNA,IndiGo,418.0,418.0,100.0
NAVI MUMBAI-RAIPUR,IndiGo,418.0,418.0,100.0
NAVI MUMBAI-RAJKOT,IndiGo,836.0,836.0,100.0
NAVI MUMBAI-SRINAGAR,IndiGo,268.2857142857143,268.2857142857143,100.0
NAVI MUMBAI-THIRUVANANTHAPURAM,IndiGo,416.2857142857143,416.2857142857143,100.0
NAVI MUMBAI-TIRUPATI,IndiGo,418.0,418.0,100.0
NAVI MUMBAI-VADODARA,IndiGo,298.57142857142856,298.57142857142856,100.0
NAVI MUMBAI-VARANASI,Akasa Air,836.0,1254.0,66.67
NAVI MUMBAI-VARANASI,IndiGo,418.0,1254.0,33.33
NAVI MUMBAI-VISAKHAPATNAM,IndiGo,209.0,209.0,100.0
PASIGHAT-SHILLONG,Alliance Air,179.14285714285714,179.14285714285714,100.0
PATNA-PUNE,IndiGo,417.1428571428571,417.1428571428571,100.0
PATNA-RANCHI,IndiGo,418.0,418.0,100.0
PORT BLAIR-VISAKHAPATNAM,Air India Express,14.57142857142857,14.857142857142856,98.08
PORT BLAIR-VISAKHAPATNAM,Air India,0.2857142857142857,14.857142857142856,1.92
PUNE-RAIPUR,IndiGo,418.0,418.0,100.0
PUNE-RAJKOT,IndiGo,236.57142857142856,236.57142857142856,100.0
PUNE-RANCHI,IndiGo,418.0,418.0,100.0
PUNE-SHOLAPUR,Ghodawat Enterprises (Fly91),149.28571428571428,149.28571428571428,100.0
PUNE-SINDHUDURG,JustUdo Aviation (IndiaOne Air),416.2857142857143,416.2857142857143,100.0
PUNE-SURAT,IndiGo,237.7142857142857,237.7142857142857,100.0
PUNE-VADODARA,IndiGo,177.28571428571428,177.28571428571428,100.0
PUNE-VARANASI,IndiGo,416.2857142857143,803.5714285714286,51.8
PUNE-VARANASI,SpiceJet,387.2857142857143,803.5714285714286,48.2
RAJAHMUNDRY-TIRUPATI,Alliance Air,179.14285714285714,179.14285714285714,100.0
SHIVAMOGGA-TIRUPATI,Ghodawat Enterprises (Fly91),418.0,418.0,100.0
SHOLAPUR-TIRUPATI,Ghodawat Enterprises (Fly91),418.0,418.0,100.0
TIRUPATI-VIJAYAWADA,IndiGo,177.42857142857144,177.42857142857144,100.0
TIRUPATI-VISAKHAPATNAM,IndiGo,418.0,418.0,100.0
VIJAYAWADA-VISAKHAPATNAM,IndiGo,418.0,832.1428571428571,50.23
VIJAYAWADA-VISAKHAPATNAM,Air India Express,414.1428571428571,832.1428571428571,49.77
